Date Range,Grade,Pollster,Subject,Sponsor,Sample Size,Sample Type,Population,Weight,Leading Result,Leading %,Trailing Result,Trailing %,Spread
May. 22-25,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,23%,28.0
May. 22-25,,YouGov,Congress,The Economist,1248,,rv,,Disapprove,58%,Approve,23%,35.0
May. 22-25,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,44%,Disapprove,35%,9.0
May. 22-25,,YouGov,Supreme Court,The Economist,1248,,rv,,Approve,47%,Disapprove,37%,10.0
May. 19-20,,Harris Poll,Congress,Harvard University Center for American Political Studies,1945,,rv,,Disapprove,55%,Approve,46%,9.0
May. 15-18,,YouGov,Congress,The Economist,1500,,a,,Disapprove,46%,Approve,24%,22.0
May. 15-18,,YouGov,Congress,The Economist,1239,,rv,,Disapprove,54%,Approve,24%,30.0
May. 3-18,,Gallup,Congress,,1016,,a,,Disapprove,63%,Approve,31%,32.0
May. 15-18,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,37%,3.0
May. 15-18,,YouGov,Supreme Court,The Economist,1239,,rv,,Approve,41%,Disapprove,41%,0.0
May. 8-11,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,24%,25.0
May. 8-11,,YouGov,Congress,The Economist,1204,,rv,,Disapprove,56%,Approve,25%,31.0
May. 8-11,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,40%,Approve,39%,1.0
May. 8-11,,YouGov,Supreme Court,The Economist,1204,,rv,,Disapprove,44%,Approve,42%,2.0
May. 1-4,,YouGov,Congress,The Economist,1500,,a,,Disapprove,46%,Approve,25%,21.0
May. 1-4,,YouGov,Congress,The Economist,1187,,rv,,Disapprove,52%,Approve,26%,26.0
May. 1-4,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,38%,1.0
May. 1-4,,YouGov,Supreme Court,The Economist,1187,,rv,,Disapprove,44%,Approve,41%,3.0
Apr. 27-29,,Harris Poll,Congress,Harvard University Center for American Political Studies,1872,,rv,,Approve,50%,Disapprove,50%,0.0
Apr. 25-27,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,20%,30.0
Apr. 25-27,,YouGov,Congress,The Economist,1219,,rv,,Disapprove,56%,Approve,21%,35.0
Apr. 25-27,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,36%,4.0
Apr. 25-27,,YouGov,Supreme Court,The Economist,1219,,rv,,Approve,44%,Disapprove,38%,6.0
Apr. 21-26,,CNN/SSRS,Congress,,1004,,a,,Disapprove,64%,Approve,31%,33.0
Apr. 21-26,,CNN/SSRS,Congress,,,,rv,,Disapprove,69%,Approve,27%,42.0
Apr. 18-21,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1002,,rv,,Disapprove,58%,Approve,30%,28.0
Apr. 1-21,,Gallup,Congress,,961,,a,,Disapprove,62%,Approve,33%,29.0
Apr. 1-21,,Gallup,Congress,,961,,a,,Disapprove,62%,Approve,33%,29.0
Apr. 17-20,,YouGov,Congress,The Economist,1500,,a,,Disapprove,48%,Approve,25%,23.0
Apr. 17-20,,YouGov,Congress,The Economist,1225,,rv,,Disapprove,54%,Approve,26%,28.0
Apr. 17-20,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,43%,Disapprove,36%,7.0
Apr. 17-20,,YouGov,Supreme Court,The Economist,1225,,rv,,Approve,47%,Disapprove,39%,8.0
Apr. 10-13,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,21%,31.0
Apr. 10-13,,YouGov,Congress,The Economist,1263,,rv,,Disapprove,58%,Approve,21%,37.0
Apr. 10-13,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,41%,Approve,36%,5.0
Apr. 10-13,,YouGov,Supreme Court,The Economist,1263,,rv,,Disapprove,44%,Approve,38%,6.0
Apr. 8-12,,Monmouth University Polling Institute,Congress,,800,,a,,Disapprove,56%,Approve,35%,21.0
Apr. 8-12,,Monmouth University Polling Institute,Congress,,743,,rv,,Disapprove,59%,Approve,33%,26.0
Apr. 3-6,,YouGov,Congress,The Economist,1500,,a,,Disapprove,48%,Approve,25%,23.0
Apr. 3-6,,YouGov,Congress,The Economist,1243,,rv,,Disapprove,52%,Approve,26%,26.0
Apr. 3-6,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,36%,3.0
Apr. 3-6,,YouGov,Supreme Court,The Economist,1243,,rv,,Approve,41%,Disapprove,39%,2.0
Mar. 27-30,,YouGov,Congress,The Economist,1493,,a,,Disapprove,48%,Approve,22%,26.0
Mar. 27-30,,YouGov,Congress,The Economist,1255,,rv,,Disapprove,55%,Approve,23%,32.0
Mar. 27-30,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,37%,Approve,36%,1.0
Mar. 27-30,,YouGov,Supreme Court,The Economist,1259,,rv,,Disapprove,40%,Approve,39%,1.0
Mar. 24-25,,Harris Poll,Congress,Harvard University Center for American Political Studies,1945,,rv,,Disapprove,54%,Approve,46%,8.0
Mar. 20-23,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,24%,27.0
Mar. 20-23,,YouGov,Congress,The Economist,1267,,rv,,Disapprove,56%,Approve,24%,32.0
Mar. 20-23,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,41%,Disapprove,36%,5.0
Mar. 20-23,,YouGov,Supreme Court,The Economist,1267,,rv,,Approve,41%,Disapprove,40%,1.0
Mar. 13-17,,YouGov,Congress,The Economist,1500,,a,,Disapprove,45%,Approve,29%,16.0
Mar. 13-17,,YouGov,Congress,The Economist,1218,,rv,,Disapprove,50%,Approve,31%,19.0
Mar. 13-17,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,36%,4.0
Mar. 13-17,,YouGov,Supreme Court,The Economist,1218,,rv,,Approve,44%,Disapprove,39%,5.0
Mar. 1-15,,Gallup,Congress,,1010,,a,,Disapprove,61%,Approve,36%,25.0
Mar. 6-9,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,23%,28.0
Mar. 6-9,,YouGov,Congress,The Economist,1242,,rv,,Disapprove,56%,Approve,24%,32.0
Mar. 6-9,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,41%,Disapprove,38%,3.0
Mar. 6-9,,YouGov,Supreme Court,The Economist,1242,,rv,,Approve,43%,Disapprove,40%,3.0
Mar. 4-8,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,45%,Approve,43%,2.0
Mar. 4-8,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,47%,Approve,42%,5.0
Feb. 27-Mar. 2,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,23%,28.0
Feb. 27-Mar. 2,,YouGov,Congress,The Economist,1191,,rv,,Disapprove,57%,Approve,25%,32.0
Feb. 27-Mar. 2,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,42%,Disapprove,35%,7.0
Feb. 27-Mar. 2,,YouGov,Supreme Court,The Economist,1191,,rv,,Approve,45%,Disapprove,38%,7.0
Feb. 25-Mar. 1,,Monmouth University Polling Institute,Congress,,802,,a,,Disapprove,59%,Approve,30%,29.0
Feb. 25-Mar. 1,,Monmouth University Polling Institute,Congress,,731,,rv,,Disapprove,61%,Approve,29%,32.0
Feb. 19-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,19%,34.0
Feb. 19-22,,YouGov,Congress,The Economist,1201,,rv,,Disapprove,58%,Approve,20%,38.0
Feb. 19-22,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,37%,1.0
Feb. 19-22,,YouGov,Supreme Court,The Economist,1201,,rv,,Disapprove,40%,Approve,39%,1.0
Feb. 3-18,,Gallup,Congress,,1021,,a,,Disapprove,62%,Approve,35%,27.0
Feb. 13-16,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,22%,29.0
Feb. 13-16,,YouGov,Congress,The Economist,1259,,rv,,Disapprove,56%,Approve,23%,33.0
Feb. 13-16,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,34%,6.0
Feb. 13-16,,YouGov,Supreme Court,The Economist,1259,,rv,,Approve,42%,Disapprove,37%,5.0
Feb. 6-9,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,22%,27.0
Feb. 6-9,,YouGov,Congress,The Economist,1306,,rv,,Disapprove,54%,Approve,22%,32.0
Feb. 6-9,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,38%,2.0
Feb. 6-9,,YouGov,Supreme Court,The Economist,1306,,rv,,Approve,44%,Disapprove,41%,3.0
Jan. 31-Feb. 2,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,18%,37.0
Jan. 31-Feb. 2,,YouGov,Congress,The Economist,1272,,rv,,Disapprove,61%,Approve,18%,43.0
Jan. 31-Feb. 2,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,34%,6.0
Jan. 31-Feb. 2,,YouGov,Supreme Court,The Economist,1272,,rv,,Approve,41%,Disapprove,37%,4.0
Jan. 28-Feb. 1,,AP-NORC,Congress,,1055,,a,,Disapprove,63%,Approve,36%,27.0
Jan. 24-26,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,20%,29.0
Jan. 24-26,,YouGov,Congress,The Economist,1245,,rv,,Disapprove,54%,Approve,21%,33.0
Jan. 24-26,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,42%,Disapprove,33%,9.0
Jan. 24-26,,YouGov,Supreme Court,The Economist,1245,,rv,,Approve,43%,Disapprove,36%,7.0
Jan. 21-24,,Monmouth University Polling Institute,Congress,,809,,a,,Disapprove,51%,Approve,35%,16.0
Jan. 21-24,,Monmouth University Polling Institute,Congress,,736,,rv,,Disapprove,51%,Approve,34%,17.0
Jan. 16-19,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,14%,43.0
Jan. 16-19,,YouGov,Congress,The Economist,1155,,rv,,Disapprove,63%,Approve,13%,50.0
Jan. 16-19,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,43%,Disapprove,33%,10.0
Jan. 16-19,,YouGov,Supreme Court,The Economist,1291,,rv,,Approve,46%,Disapprove,37%,9.0
Jan. 4-15,,Gallup,Congress,,1023,,a,,Disapprove,71%,Approve,25%,46.0
Jan. 10-12,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,13%,46.0
Jan. 10-12,,YouGov,Congress,The Economist,1290,,rv,,Disapprove,62%,Approve,13%,49.0
Jan. 10-12,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,43%,Disapprove,33%,10.0
Jan. 10-12,,YouGov,Supreme Court,The Economist,1293,,rv,,Approve,46%,Disapprove,35%,11.0
Jan. 3-5,,YouGov,Congress,The Economist,1500,,a,,Disapprove,60%,Approve,13%,47.0
Jan. 3-5,,YouGov,Congress,The Economist,1278,,rv,,Disapprove,66%,Approve,14%,52.0
Jan. 3-5,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,42%,Disapprove,36%,6.0
Jan. 3-5,,YouGov,Supreme Court,The Economist,1278,,rv,,Approve,45%,Disapprove,39%,6.0
Dec. 19-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,48%,Approve,13%,35.0
Dec. 19-22,,YouGov,Congress,The Economist,1157,,rv,,Disapprove,55%,Approve,13%,42.0
Dec. 19-22,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,38%,0.0
Dec. 19-22,,YouGov,Supreme Court,The Economist,1157,,rv,,Disapprove,42%,Approve,41%,1.0
Dec. 1-17,,Gallup,Congress,,1018,,a,,Disapprove,82%,Approve,15%,67.0
Dec. 13-15,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,13%,46.0
Dec. 13-15,,YouGov,Congress,The Economist,1264,,rv,,Disapprove,67%,Approve,11%,56.0
Dec. 13-15,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,43%,Disapprove,35%,8.0
Dec. 13-15,,YouGov,Supreme Court,The Economist,1264,,rv,,Approve,46%,Disapprove,37%,9.0
Dec. 6-9,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1007,,rv,,Disapprove,63%,Approve,27%,36.0
Dec. 6-8,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,13%,46.0
Dec. 6-8,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,45%,Disapprove,29%,16.0
Dec. 3-7,,HarrisX,Congress,The Hill,3785,,rv,,Disapprove,66%,Approve,34%,32.0
Nov. 21-24,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,69%,Approve,13%,56.0
Nov. 5-19,,Gallup,Congress,,1018,,a,,Disapprove,73%,Approve,23%,50.0
Nov. 15-17,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,62%,Approve,15%,47.0
Nov. 12-16,,Monmouth University Polling Institute,Congress,,810,,a,,Disapprove,64%,Approve,23%,41.0
Nov. 8-10,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,63%,Approve,14%,49.0
Oct. 31-Nov. 2,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,63%,Approve,16%,47.0
Oct. 31-Nov. 2,,YouGov,Congress,The Economist,1363,,lv,,Disapprove,65%,Approve,16%,49.0
Oct. 25-27,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,66%,Approve,15%,51.0
Oct. 25-27,,YouGov,Congress,The Economist,1365,,lv,,Disapprove,68%,Approve,15%,53.0
Oct. 18-20,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,64%,Approve,14%,50.0
Oct. 18-20,,YouGov,Congress,The Economist,1343,,lv,,Disapprove,68%,Approve,13%,55.0
Sep. 30-Oct. 15,,Gallup,Congress,,1035,,a,,Disapprove,77%,Approve,19%,58.0
Oct. 11-13,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,63%,Approve,13%,50.0
Oct. 11-13,,YouGov,Congress,The Economist,1333,,lv,,Disapprove,63%,Approve,14%,49.0
Oct. 4-6,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,59%,Approve,15%,44.0
Oct. 4-6,,YouGov,Congress,The Economist,1364,,lv,,Disapprove,61%,Approve,16%,45.0
Sep. 27-30,,YouGov,Congress,The Economist,1500,,rv,,Disapprove,61%,Approve,15%,46.0
Sep. 27-30,,YouGov,Congress,The Economist,1350,,lv,,Disapprove,62%,Approve,14%,48.0
Sep. 20-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,16%,38.0
Sep. 20-22,,YouGov,Congress,The Economist,1282,,rv,,Disapprove,60%,Approve,16%,44.0
Sep. 20-22,,YouGov,Congress,The Economist,1124,,lv,,Disapprove,63%,Approve,16%,47.0
Sep. 13-15,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,15%,38.0
Sep. 13-15,,YouGov,Congress,The Economist,1192,,rv,,Disapprove,61%,Approve,12%,49.0
Sep. 13-15,,YouGov,Congress,The Economist,1062,,lv,,Disapprove,62%,Approve,13%,49.0
Aug. 31-Sep. 13,,Gallup,Congress,,1019,,a,,Disapprove,80%,Approve,17%,63.0
Sep. 6-8,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,15%,37.0
Sep. 6-8,,YouGov,Congress,The Economist,1183,,rv,,Disapprove,54%,Approve,17%,37.0
Sep. 6-8,,YouGov,Congress,The Economist,1057,,lv,,Disapprove,58%,Approve,17%,41.0
Aug. 30-Sep. 1,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,15%,38.0
Aug. 30-Sep. 1,,YouGov,Congress,The Economist,1209,,rv,,Disapprove,59%,Approve,15%,44.0
Aug. 23-25,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,19%,30.0
Aug. 23-25,,YouGov,Congress,The Economist,1256,,rv,,Disapprove,55%,Approve,19%,36.0
Aug. 16-18,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,17%,34.0
Aug. 16-18,,YouGov,Congress,The Economist,1246,,rv,,Disapprove,57%,Approve,20%,37.0
Jul. 30-Aug. 12,,Gallup,Congress,,1031,,a,,Disapprove,75%,Approve,21%,54.0
Aug. 9-11,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,20%,31.0
Aug. 9-11,,YouGov,Congress,The Economist,1208,,rv,,Disapprove,56%,Approve,21%,35.0
Aug. 2-4,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,17%,35.0
Aug. 2-4,,YouGov,Congress,The Economist,1229,,rv,,Disapprove,59%,Approve,17%,42.0
Jul. 26-28,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,18%,32.0
Jul. 26-28,,YouGov,Congress,The Economist,1260,,rv,,Disapprove,58%,Approve,17%,41.0
Jul. 1-23,,Gallup,Congress,,1007,,a,,Disapprove,77%,Approve,18%,59.0
Jul. 19-21,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,18%,31.0
Jul. 19-21,,YouGov,Congress,The Economist,1222,,rv,,Disapprove,56%,Approve,18%,38.0
Jul. 12-14,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,17%,32.0
Jul. 12-14,,YouGov,Congress,The Economist,1252,,rv,,Disapprove,57%,Approve,16%,41.0
Jul. 5-7,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,18%,32.0
Jul. 5-7,,YouGov,Congress,The Economist,1165,,rv,,Disapprove,56%,Approve,17%,39.0
Jun. 28-30,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,17%,38.0
Jun. 28-30,,YouGov,Congress,The Economist,1198,,rv,,Disapprove,60%,Approve,20%,40.0
Jun. 21-23,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,19%,31.0
Jun. 21-23,,YouGov,Congress,The Economist,1230,,rv,,Disapprove,58%,Approve,19%,39.0
Jun. 14-16,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,17%,34.0
Jun. 14-16,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,57%,Approve,17%,40.0
Jun. 13-16,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1343,,rv,,Disapprove,62%,Approve,24%,38.0
Jun. 7-9,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,15%,37.0
Jun. 7-9,,YouGov,Congress,The Economist,1241,,rv,,Disapprove,60%,Approve,16%,44.0
May. 28-Jun. 4,,Gallup,Congress,,1034,,a,,Disapprove,71%,Approve,25%,46.0
May. 31-Jun. 2,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,16%,36.0
May. 31-Jun. 2,,YouGov,Congress,The Economist,1244,,rv,,Disapprove,60%,Approve,16%,44.0
May. 28-Jun. 1,,Monmouth University Polling Institute,Congress,,807,,a,,Disapprove,69%,Approve,22%,47.0
May. 28-Jun. 1,,Monmouth University Polling Institute,Congress,,742,,rv,,Disapprove,71%,Approve,21%,50.0
May. 23-26,,YouGov,Congress,The Economist,1500,,a,,Disapprove,48%,Approve,20%,28.0
May. 23-26,,YouGov,Congress,The Economist,1157,,rv,,Disapprove,57%,Approve,20%,37.0
May. 17-19,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,20%,30.0
May. 17-19,,YouGov,Congress,The Economist,1235,,rv,,Disapprove,56%,Approve,21%,35.0
May. 1-13,,Gallup,Congress,,1028,,a,,Disapprove,65%,Approve,31%,34.0
May. 10-12,,YouGov,Congress,The Economist,1500,,a,,Disapprove,45%,Approve,20%,25.0
May. 10-12,,YouGov,Congress,The Economist,1175,,rv,,Disapprove,53%,Approve,20%,33.0
May. 4-8,,Global Strategy Group,Congress,Accountable.US,534,,rv,,Disapprove,49%,Approve,44%,5.0
May. 3-5,,YouGov,Congress,The Economist,1500,,a,,Disapprove,45%,Approve,23%,22.0
May. 3-5,,YouGov,Congress,The Economist,1209,,rv,,Disapprove,52%,Approve,23%,29.0
Apr. 30-May. 4,,Monmouth University Polling Institute,Congress,,808,,a,,Disapprove,55%,Approve,32%,23.0
Apr. 30-May. 4,,Monmouth University Polling Institute,Congress,,739,,rv,,Disapprove,55%,Approve,31%,24.0
Apr. 26-28,,YouGov,Congress,The Economist,1500,,a,,Disapprove,47%,Approve,21%,26.0
Apr. 26-28,,YouGov,Congress,The Economist,1222,,rv,,Disapprove,55%,Approve,21%,34.0
Apr. 19-21,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,21%,28.0
Apr. 19-21,,YouGov,Congress,The Economist,1144,,rv,,Disapprove,56%,Approve,20%,36.0
Apr. 12-14,,YouGov,Congress,The Economist,1500,,a,,Disapprove,48%,Approve,23%,25.0
Apr. 12-14,,YouGov,Congress,The Economist,1166,,rv,,Disapprove,55%,Approve,21%,34.0
Apr. 1-14,,Gallup,Congress,,1017,,a,,Disapprove,66%,Approve,30%,36.0
Apr. 5-7,,YouGov,Congress,The Economist,1500,,a,,Disapprove,47%,Approve,20%,27.0
Apr. 5-7,,YouGov,Congress,The Economist,1147,,rv,,Disapprove,53%,Approve,21%,32.0
Apr. 3-7,,Monmouth University Polling Institute,Congress,,857,,a,,Disapprove,55%,Approve,32%,23.0
Apr. 3-7,,Monmouth University Polling Institute,Congress,,743,,rv,,Disapprove,56%,Approve,31%,25.0
Apr. 4-7,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1107,,rv,,Disapprove,50%,Approve,35%,15.0
Mar. 29-31,,YouGov,Congress,The Economist,1500,,a,,Disapprove,41%,Approve,26%,15.0
Mar. 29-31,,YouGov,Congress,The Economist,1194,,rv,,Disapprove,49%,Approve,26%,23.0
Mar. 26-29,,Change Research,Congress,Rural Organizing,1213,,lv,,Disapprove,71%,Approve,29%,42.0
Mar. 22-24,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,19%,32.0
Mar. 22-24,,YouGov,Congress,The Economist,1170,,rv,,Disapprove,56%,Approve,21%,35.0
Mar. 21-24,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1011,,rv,,Disapprove,54%,Approve,31%,23.0
Mar. 15-17,,YouGov,Congress,The Economist,1500,,a,,Disapprove,47%,Approve,19%,28.0
Mar. 15-17,,YouGov,Congress,The Economist,1129,,rv,,Disapprove,44%,Approve,19%,25.0
Mar. 2-13,,Gallup,Congress,,1019,,a,,Disapprove,74%,Approve,22%,52.0
Mar. 8-10,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,14%,39.0
Mar. 8-10,,YouGov,Congress,The Economist,1191,,rv,,Disapprove,62%,Approve,15%,47.0
Mar. 1-3,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,15%,39.0
Mar. 1-3,,YouGov,Congress,The Economist,1134,,rv,,Disapprove,63%,Approve,17%,46.0
Feb. 23-26,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1000,,rv,,Disapprove,65%,Approve,26%,39.0
Feb. 23-25,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,14%,43.0
Feb. 23-25,,YouGov,Congress,The Economist,1184,,rv,,Disapprove,65%,Approve,15%,50.0
Feb. 18-19,,Ipsos,Congress,Reuters,1113,,a,,Disapprove,64%,Approve,21%,43.0
Feb. 18-19,,Ipsos,Congress,Reuters,951,,rv,,Disapprove,67%,Approve,22%,45.0
Feb. 16-18,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,15%,41.0
Feb. 16-18,,YouGov,Congress,The Economist,1150,,rv,,Disapprove,65%,Approve,14%,51.0
Feb. 13-16,,AP-NORC,Congress,,1074,,a,,Disapprove,79%,Approve,56%,23.0
Feb. 3-16,,Gallup,Congress,,1028,,a,,Disapprove,74%,Approve,23%,51.0
Feb. 3-14,,YouGov,Congress,The George Washington University,1200,,rv,,Disapprove,71%,Approve,16%,55.4
Feb. 9-11,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,16%,38.0
Feb. 9-11,,YouGov,Congress,The Economist,1140,,rv,,Disapprove,62%,Approve,18%,44.0
Feb. 6-9,,Monmouth University Polling Institute,Congress,,902,,a,,Disapprove,69%,Approve,20%,49.0
Feb. 6-9,,Monmouth University Polling Institute,Congress,,827,,rv,,Disapprove,70%,Approve,20%,50.0
Feb. 2-4,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,15%,42.0
Feb. 2-4,,YouGov,Congress,The Economist,1277,,rv,,Disapprove,67%,Approve,14%,53.0
Jan. 26-28,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,16%,38.0
Jan. 26-28,,YouGov,Congress,The Economist,1182,,rv,,Disapprove,61%,Approve,18%,43.0
Jan. 19-22,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1005,,rv,,Disapprove,58%,Approve,26%,32.0
Jan. 19-21,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,17%,35.0
Jan. 19-21,,YouGov,Congress,The Economist,1176,,rv,,Disapprove,60%,Approve,22%,38.0
Jan. 16-20,,Monmouth University Polling Institute,Congress,,903,,a,,Disapprove,62%,Approve,24%,38.0
Jan. 16-20,,Monmouth University Polling Institute,Congress,,847,,rv,,Disapprove,64%,Approve,24%,40.0
Jan. 2-15,,Gallup,Congress,,1014,,a,,Disapprove,72%,Approve,23%,49.0
Jan. 11-14,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,15%,39.0
Jan. 11-14,,YouGov,Congress,The Economist,1108,,rv,,Disapprove,63%,Approve,16%,47.0
Jan. 5-7,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,16%,36.0
Jan. 5-7,,YouGov,Congress,The Economist,1185,,rv,,Disapprove,60%,Approve,17%,43.0
Dec. 28-31,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,16%,35.0
Dec. 28-31,,YouGov,Congress,The Economist,1123,,rv,,Disapprove,60%,Approve,17%,43.0
Dec. 22-24,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,17%,37.0
Dec. 22-24,,YouGov,Congress,The Economist,1240,,rv,,Disapprove,60%,Approve,18%,42.0
Dec. 14-17,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,19%,35.0
Dec. 14-17,,YouGov,Congress,The Economist,1164,,rv,,Disapprove,61%,Approve,19%,42.0
Dec. 2-15,,Gallup,Congress,,1025,,a,,Disapprove,68%,Approve,27%,41.0
Dec. 8-11,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1000,,rv,,Disapprove,62%,Approve,23%,39.0
Dec. 7-10,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,16%,38.0
